review,BUL,IT,HR,PM,lead,dong_nghiep,luong_thuong,CSVC,tang_ca,nghi_phep,thoi_viec,bao_hiem,ho_tro_#,cong_viec,dao_tao
"công ty lớn có chiến lược đào tạo, làm việc bài bản",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
IT và PM có gương mặt giải trí vl,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhà ăn chẳng những nấu dở mà còn mất vs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Khá dễ có cơ hội tham gia các dự án khác nhau, và đi nước ngoài dài/ngắn hạn vì dự án với đa dạng khách hàng.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
kết nối mạng kém,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"đồ ăn nghèo nàn, không bắt mắt, lúc ăn ở canteen lúc nào cũng xếp hàng chen lấn",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"IT nhắn tin trả lời cục súc, thô lỗ và phản cảm. cần học lại cách ăn nói. thiệt không hiểu sao vô được đây luôn đó?",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Công ty ổn định. Hiểu biết đúng đắn về quy trình làm phần mềm. Có cơ hội để upgrade knowledge, thực sự có cơ hội thăng tiến lên leader (PM hoặc tech lead) nếu làm lâu.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
Nhiều dự án tầm cỡ quốc tế,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
Đãi ngộ cho nhân viên thấp.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
"tăng ca à? bản thân tôi và những dự án tôi từng tham gia thì chưa thấy bao giờ. tôi cực kỳ thích không gian làm việc ở đây, đặc biệt là bên FTown3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0
"Nơi làm việc năng động, cơ hội thăng tiến cao",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
Vấn đề đóng thuế khi trả lương chưa hợp lý và di chuyển đến office rất mất thời gian ảnh hưởng công việc. Tùy project nhưng proj mình làm ko có recovery OT times.,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
Hên xui vì ông PM thôi nhé. Ổng thương tình ổng log tiket thì còn có lương OT. Còn không thì thôi nhé,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
"Môi trường làm việc năng động, sáng tạo, phát huy khả năng của mỗi người. Sếp thân thiện, đồ ăn phong phú và có hỗ trợ tiền bus với check in mỗi sáng đi làm có quẹt thẻ",5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0
"Tôi làm DEV cũng lâu rồi và hài lòng với công việc hiện tại. OT thì có tính giờ rõ ràng. Đôi khi cần OT, nhưng làm DEV thì đôi ba lần OT là chuyện thường.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0
"Quản lý tệ và yếu kém. môi trường không năng động, lương thấp",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"thôi cho tôi xin, ông Long gì đó ở FHM chỉ charge có 50 coin trên MyFPT trong khi ace nỗ lực quá chời, 50 coin chỉ đủ một bữa ăn bên Linz hoặc 1 ly tạm bợ Phúc Long thôi",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sếp quản lý trực tiếp tốt, nhân viên vui vẻ hòa đồng.",5.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cần có leader chất lượng hơn,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"cái lùm mía còn hỏi vì sao tui nghỉ Fsoft à, lương thấp, không học được gì trong 3 năm qua mà làm thí mịa, còn HR hãm lìn còn đồng nghiệp thì đéo lo làm mà cứ đi bơm đểu key-member rồi nịnh nọt bợ đít",0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
"PM và lead khá vui tính khi làm việc, đậm chất giải ngố vl",0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chờ kết quả bên phía CTC quá lâu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"fsoft quận 9 có thằng Đặng Đại Vương (FSG.FIV) tuyển nhân viên fresher mà phỏng vấn hãm quá, pv bảo đang tự học tiếng anh thì ổng bảo: `sao mà tự học được em,học sao được em` bản thân anh không tự học được hay sao mà nghĩ người khác cũng vậy",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"BUL dễ gần và dí dỏm. biết lắng nghe, chuyện trò và hỏi thăm nhân viên",5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Từ sếp đến nhân viên rất hòa đồng và thân thiện. Thoải mái về thời gian, chỉ cần làm đúng commit của mình là được.",5.0,0.0,0.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
"lương và quyền lợi còn nhiều điểm chưa rõ ràng, bất cập lắm",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
"Tóm lại, ở Fsoft như 1 cái xã hội thu nhỏ, tốt có xấu có, bạn đủ giỏi (giỏi ý mình ở đây không chỉ là kiến thức mà còn các kỹ năng xã hội khác, điều mà không phải ai cũng có) thì chân bạn bước sẽ nhanh hơn người khác",0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
khá phù hợp với sinh viên mới ra trường học hỏi hoặc siêu cao thủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
"Lợi nhuận hàng năm hàng tỉ tỉ mà nhân viên có ai ốm đau hay cần thăm nom thì đi quyên góp từng người 5k, 10k sau đó gộp lại để thăm. Lợi nhuận tỉ tỉ mà cứt xỉn k bỏ ra dc 1 đồng.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"cty bảo hiểm y tế rất tốt rồi, tuy vậy cần có chính sách giữ sức khỏe cho nhân viên. Các PM nên xem trọng con người hơn là công việc",0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
"anh team-lead team mềnh đẹp troai, cá tính vãi lìn",0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"đợt covid vừa rồi tháng 9 năm 2021 cty có gói hỗ trợ những nhân viên có người thân bị dương tính, mình đánh giá cao hoạt động này.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
"HR, IT và PM thiếu kinh nghiệm xử lý tình huống vl",0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mạng fsoft thì chập chờn, thêm mấy thằng IT bánh vẽ đủ thứ mấy cái vô lý, ảnh hưởng cả công việc",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Lương còn thấp so với mặt bằng chung, công nghệ sử dụng đã cũ không được học hỏi thêm, may mắn thì được vào team làm công nghệ mới.",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
"PM và team-leader estimate công việc chưa tốt, toàn bị off-track",0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ít ra công ty có hỗ trợ OT và trả sòng phẳng nếu data được record đúng và đủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
"Còn tùy vào BU, tùy vào dự án mà ngon hay không ngon khác nhau nữa nha. có mấy BU tăng ca là đặc sản",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0
"Môi trường tốt để làm việc, học tập và phát triển lâu dài",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0
"không khí làm việc thoải mái, đồng nghiệp khá thân thiện, vui tính và hài hước",0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Deal với khách hàng luôn đẩy từ junior lên làm senior, bịa ra exp, dự án đã làm để trở thành senior. KH trả cho senior 3k, Junior 2k2. Trong khi thực tế các bạn junior nhận lương từ 7-9tr",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PM như cặc,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Văn hóa ổn có nhiều phong trào và sự hỗ trợ. Nhiều bản tin nội bộ nhưng quá thừa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0
Đào tạo bài bản - Công việc áp lực. Đầy thử thách. Yêu cầu phải chịu được áp lực cao trong công việc Đã siết thời gian ra vào công ty không còn như trước. PM và lead estimate không tốt khiến OT nhiều,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0
"- Môi trường chuyên nghiệp. - Nhiều dự án lớn nhỏ, nhiều công nghệ mới áp dụng. - Có nhiều team rất vui. - Phù hợp cho người muốn ổn định lâu dài",0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
"Văn phòng đẹp, hiện đại nhưng canteen khá đơn điệu các món ăn. Môi trường năng động chuyên nghiệp. OT có lương, chế độ đầy đủ. OT lương cao theo luật nhưng thỉnh thoảng bị miss do hệ thống hoặc PM quên check. Có nhiều cơ hội phát triển bản thân. Có cơ hội học hỏi khá nhiều công nghệ mới. Bãi đậu xe rộng rãi, có thể đi trễ so với thời gian quy định Văn hóa fpt tốt, đồng nghiệp vui vẻ, môi trường tốt, làm việc thoải mái. Các anh team lead hòa đồng thân thiện - Chưa có job path rõ ràng cho nhân viên Văn hóa làm việc/ môi trường làm việc tùy thuộc vào dự án, nếu join đc dự án tốt thì khả năng thăng tiến cao, còn nếu không thì ngược lại OT quá nhiều. Tuy nhiên là đánh giá chủ quan của mình vì tùy theo dự án mà mức độ OT khác nhau.",0.0,0.0,0.0,2.0,0.0,5.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0
PM và BU leader tạo điều kiện cho mọi nhân viên thể hiện bản thân,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
"Có lương OT, OT nhiều ít hên xui thì tuỳ dự án.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
"môi trường làm việc quá thụ động, không được nhận bonus khi làm OT cũng như môi trường làm việc chán òm",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
canteen nấu dở,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"HR đẹp gái, dễ thương",0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Công việc và lương ổn áp - PM dễ thương, hòa đồng, thân thiện",0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
"Công tác đào tạo bài bản, những người mới đi làm sẽ học hỏi được nhiều điều. Có nhiều các hoạt động teambuilding nâng cao sự gắn kết của CBNV.",0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
HR thân thiện,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"học khóa udacity khi còn chưa làm nhân viên chính thức không được hỗ trợ tiền thưởng, bất công vãi lz",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
nhà ở xa đi lại tốn thời gian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
leader gần gũi và thân thiện. luôn giúp đỡ các member dự án và có trách nhiệm trong công việc,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sức khỏe lập trình viên bị bào mòn nhiều, cty bảo hiểm y tế rất tốt rồi, tuy vậy cần có chính sách giữ sức khỏe cho nhân viên. Các PM nên xem trọng con người hơn là công việc",0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0
"lương khá, tạm nuôi đủ vợ con",0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Công tác đào tạo bài bản, những người mới đi làm sẽ học hỏi được nhiều điều. tuy nhiên tăng ca sml nhé mà lương còn thấp so với bên ngoài thị trường",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,5.0
"địt mẹ mấy thằng đĩ học sư phạm kỹ thuật SPKT, toàn lũ chó đéo lo làm mà cứ đi bơm đểu ace",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
"Dự án thì làm sml mà còn tăng ca ói ẻ, đến khi oạch phát dự án on hold nên cho nghỉ, ko kiếm đc dự án cho nhân viên thì bắt nghỉ và nghỉ ko lương",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
"phòng làm việc dơ bẩn, kém vệ sinh",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vấn đề đóng thuế khi trả lương chưa hợp lý, việc di chuyển đến office rất mất thời gian ảnh hưởng công việc",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
"Còn thiếu sự đầu tư cho các cơ sở thiết bị, tài liệu, các khóa học chuyên sâu với chuyên gia một cách đúng nghĩa để có thể trở thành `World Class` như mục tiêu đang hướng tới.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
"IT chảnh chó, cục súc vl",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"môi trường làm việc năng động trẻ trung, được giao tiếp với khách hàng nước ngoài, được tham gia nhiều khóa và chương trình bên ngoài, có nhiều dịp lễ ăn chơi - OT hơi nhiều ko đảm bảo đc sức khỏe - Cần tăng cường định hướng nghề nghiệp.cho nhân viên lâu năm. quy trình xin nghỉ cũng khá rườm rà cồng kềnh, lương còn thấp",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,4.0,0.0
Công việc áp lực. Đầy thử thách. Yêu cầu phải chịu được áp lực cao trong công việc Đã siết thời gian ra vào công ty không còn như trước. Estimation không tốt khiến OT nhiều OT khá nhiều để đảm bảo thời gian release sản phẩm cho khách hàng Lương thấp,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Mức lương cạnh tranh,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BU Leader thân thiện,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"việc thì ì ạch, sếp như cái lìn",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BU Leader và PM làm việc vô trách nhiệm,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dạy rất tốt, phù hợp cho các bạn mới ra trường hoặc kinh nghiệm chưa nhiều.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0
"Còn thiếu sự đầu tư mạnh mẽ hoặc chỉ cầm chừng từ cấp trên/Ban lãnh đạo về con người, cơ sở thiết bị, tài liệu, các khóa học chuyên sâu với chuyên gia một cách đúng nghĩa để có thể trở thành `World Class` như mục tiêu đang hướng tới.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
"công ty kỷ luật khá nghiêm khắc và cứng nhắc, hệt như mấy cái trường mẫu giáo vậy, đôi lúc mấy ông cũng nên biết linh hoạt mà xử lý",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
"Lương luôn cao theo doanh số, không dừng lại tại 1 mốc nào đó và tất nhiên là bạn sẽ rất áp lực và gần như đéo có thời gian và không gian cho cá nhân phát triển",0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
muốn lương cao thì phải bợ đít và nịnh nọt như mấy mụ già quản lý hoặc mấy con linh vật đại diện cho BU,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Học hỏi được nhiều, nhất là cho các bạn mới ra trường (bạn cũng phải chủ động tìm hiểu các công nghệ mới) - Tạo cơ hội thi chứng chỉ ( pass được hoàn tiền, fail mất 50% ) Tính tiền OT cho nhân viên đầy đủ, có ngày nghỉ bù",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0
"Công ty CN hàng đầu VN mà vẫn xài thẻ giữ xe bằng giấy ( lúc mình còn làm thôi nhé, sau này nghe nói đã update vào thẻ nhân viên luôn rồi).",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tham gia các hoạt động team-building, sum-up của công ty rất vui. Công việc cũng rất thuận lợi",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0
jira và utop như shit,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quy trình làm việc bài bản theo các step đã định sẵn được lên từ PM và SA,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
"đồng nghiệp vô văn hóa, ho sặc sụa mà đéo đeo khẩu trang",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"leader khá vui tính, thoải mái và trách nhiệm",0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nơi làm khá thoải mái về thời gian nhưng áp lực công việc vẫn khá cao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
"Môi trường làm việc khá tốt Site Hòa Lạc không khí trong lành , nhiều chỗ để chạy bộ Nhân viên với nhau thì khá là chia sẻ",0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
"Mọi người thân thiện, hoà đồng với nhau - phân công công việc chưa rõ ràng, nhân viên khi vào có thể ở không nguyên 1 năm; cần quản lý nhân viên tốt hơn và review lương tốt hơn",0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Mọi người thân thiện, hoà đồng với nhau",0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Không yêu cầu đồng phục, trả thêm tiền khi OT, có nhà ăn, phòng gym. OT được trả thêm tiền, được tự do ra vào thoải mái",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0
"công việc stress vl, PM vui tính, hay tấu hài anytime",0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Có cơ hội học hỏi mentor để tăng cường kiến thức chuyên môn, thực sự có cơ hội thăng tiến lên leader (PM hoặc tech lead) nếu làm lâu năm.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
Cần có HR Leader chất lượng hơn,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"lương thấp, ot nhiều, chế độ ít, tuy nhiên có nhiều project nên học tập được nhiều",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0
Chủ động thời gian trong công việc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
"đồng nghiệp thô lỗ, cục súc, mất dạy",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"mấy thằng sếp bên skywise hãm lz, xin WFH mà cứ reject đơn suốt, đủ má chúng nó",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
thức ăn ở canteen hơi dở,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sếp khá vui tính, thoải mái và trách nhiệm",5.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"học hỏi được rất nhiều thứ hay ho, mới mẻ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
"Môi trường công việc ok, Fresher vào ok",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
"Giờ giấc cũng khá linh động (tùy bộ phận, dự án). Có thể linh động hỗ trợ các dự án khác nhau để tăng thu nhập.",0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
"chương trình đào tạo như shit, mentor như cặc, chứng chỉ thì chạy đua như cái loz mà cv chả đâu vào đâu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
"công việc đôi khi còn nhiều bước khá mất thời gian, bộ máy công kềnh nên không tránh khỏi việc chậm trễ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Công ty tốt,5.0,0.0,0.0,4.0,3.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,5.0,5.0
"HR làm ăn quá chán. Cv người ta ghi rõ ràng kiến thức ,vị trí mong muốn làm việc là DS. HR gọi điện email ngta lên làm DA",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"xin nghỉ việc chuyển công ty mà đợi cả tháng rồi không thấy ai giải quyết. mấy người có thẩm quyền đâu hết rồi, chán",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Văn phòng đẹp. Cty có nhiều CT training, thi chứng chỉ, thích hợp cho các bạn hạm học hỏi. Có nhiều dự án về công nghệ cao để anh em nào thích công nghệ apply",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
"Vào đây cũng học được khá nhiều thứ đấy chứ - Kỹ năng: dùng Git, xử lý conflict, học coding convention, cách viết toll, tạo/bỏ/rebase pull req,..- Ngoại ngữ: có cơ hội discuss với khách hàng, vào fpt cũng cần có nền tiếng Anh sẵn rồi, vào đây đươciếp xúc với thực hành tiếng anh khá nhiều - Công nghệ: Đối tác phần lớn từ châu Âu nên cập nhật công nghệ khá nhanh - Kinh nghiệp: Outsourcing nhiều, nên vào đây cái gì bạn cũng sẽ biết một chút, sau này có đi xin ở các công ty khác sẽ thuận lợi hơn rất nhiều",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
"trong công việc, phải thông minh và thích ứng với hoàn cảnh tốt mới leo lên cao được. Chứ mà giỏi + ngồi ù lỳ 1 chỗ thì xác định là 1 trái chanh bị sếp vắt cho đến khi hết nước mà lương thì vẫn bèo bọt",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
"Không có OT, làm việc không quá áp lực, năng động.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0
"Quy chế không rõ ràng mặc dù có quy định, tùy dự án và BU lead",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
"lương thấp, làm tăng ca liên tục mà lương không tương xứng",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ở đây gì cũng chán cả,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
chương trình FA (Fresher Academy) đào tạo khá tốt và bài bản,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0
tôi hài lòng với mọi thứ ở đây,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0
"Cty hiện đại, môi trường làm việc cũng vui, anh chị em thân thiện. lúc làm việc thì OT là đặc sản ở fsoft nên mình cũng quen luôn rồi! rất mong một ngày quay trở về!",0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0
